x y T T_exact
0.911501 0.100165 242.782 242.678
0.955841 0.991698 112.466 111.689
0.647059 0.932076 112.407 112.404
0.882353 0.150955 235.454 235.38
0.411765 0.473592 154.562 154.51
0.294118 0.201898 200.895 200.769
0.867647 0.329255 208.385 208.351
0.279412 0.685854 106.821 106.804
0.764706 0.0168916 293.881 293.864
0.220588 0.753777 94.1281 94.1198
0.00849045 0.220588 56.05 55.9945
0.308824 0.702834 110.166 110.149
0.558824 0.303783 208.512 208.426
0.470588 0.60944 142.36 142.329
0.176471 0.269822 139.84 139.765
0.293599 0.117143 237.625 237.454
0.191176 0.753777 89.2739 89.2676
0.85293 0.728312 171.356 171.345
0.117814 0.507521 84.3333 84.3195
0.176473 0.150954 186.036 185.902
0.161771 0.0745379 230.845 230.599
0.220588 0.482083 114.18 114.148
0.205882 0.575478 101.112 101.091
0.220588 0.600949 102.213 102.193
0.308824 0.278312 178.571 178.477
0.294044 0.150977 221.966 221.808
0.220588 0.550006 106.667 106.642
0.25 0.99151 99.702 99.7659
0.338235 0.702834 114.373 114.355
0.838235 0.600949 182.152 182.134
0.602941 0.482083 176.77 176.723
0.441176 0.303783 195.778 195.688
0.147059 0.507554 92.3576 92.339
0.308824 0.380198 152.814 152.751
0.808823 0.855662 142.529 142.523
0.176471 0.507554 100.126 100.103
0.235294 0.473592 118.937 118.9
0.382353 0.116994 249.8 249.682
0.735294 0.711325 157.273 157.258
0.779412 0.24435 226.389 226.319
0.323529 0.320764 170.166 170.083
0.294118 0.728306 106.338 106.323
0.661765 0.00849045 297.206 297.089
0.279412 0.702834 105.703 105.687
0.294118 0.677363 109.795 109.777
0.147059 0.711325 81.9275 81.9211
0.838229 0.753781 165.67 165.66
0.661765 0.906605 117.708 117.703
0.00889105 0.30801 54.4643 54.4852
0.103797 0.48161 82.0412 82.0268
0.205882 0.507554 107.553 107.526
0.205883 0.067316 249.11 248.897
0.705882 0.558497 174.547 174.516
0.990213 0.691416 198.252 198.315
0.735294 0.62642 168.557 168.534
0.720588 0.295293 217.194 217.125
0.0885253 0.66055 70.5666 70.5634
0.720588 0.00795462 297.29 297.096
0.279061 0.0917248 248.075 247.883
0.102941 0.583968 76.3254 76.3177
0.75 0.736796 155.384 155.372
0.117841 0.0999006 187.575 187.436
0.705882 0.932076 114.966 114.964
0.735294 0.762268 149.716 149.705
0.264706 0.218879 186.883 186.765
0.102985 0.550032 77.8644 77.8544
0.352941 0.711325 115.666 115.648
0.397059 0.753777 117.355 117.339
0.352941 0.677363 118.663 118.642
0.867616 0.753795 170.888 170.878
0.647059 0.915096 115.436 115.431
0.279412 0.193408 200.618 200.486
0.735294 0.558497 177.142 177.114
0.191176 0.736796 89.6225 89.6142
0.720588 0.634911 165.927 165.905
0.264706 0.116994 232.09 231.904
0.279412 0.380198 145.796 145.736
0.794118 0.830191 145.654 145.646
0.352941 0.371707 164.103 164.032
0.29376 0.0665587 263.461 263.308
0.323529 0.711325 111.656 111.639
0.514729 0.176428 240.276 240.141
0.779412 0.00849045 296.815 296.608
0.132353 0.685854 79.5269 79.5206
0.323529 0.405669 150.826 150.768
0.573529 0.295293 211.655 211.568
0.602941 0.295293 213.538 213.454
0.279061 0.0747439 257.275 257.059
0.117647 0.558497 81.2236 81.2125
0.75 0.634911 169.035 169.015
0.75 0.600949 173.231 173.206
0.838235 0.227369 225.553 225.494
0.705882 0.371707 202.573 202.516
0.117814 0.524502 83.2318 83.2186
0.632353 0.940567 110.392 110.388
0.220588 0.583968 103.594 103.573
0.0591432 0.711556 63.352 63.3508
0.838235 0.24435 222.44 222.38
0.735294 0.677363 161.93 161.911
0.0721802 0.635355 67.317 67.3161
0.823529 0.218879 228.636 228.567
0.75 0.583968 175.306 175.282
0.279412 0.448121 133.284 133.237
0.99184 0.925899 192.821 193.227
0.441176 0.320764 191.415 191.329
0.647059 0.881134 121.35 121.344
0.279412 0.43114 136.141 136.092
0.676471 0.932076 113.604 113.601
0.897053 0.00820353 294.552 294.303
0.794118 0.915096 125.642 125.639
0.294118 0.167936 214.605 214.459
0.294118 0.218879 194.565 194.446
0.279412 0.838682 100.03 100.024
0.338235 0.329255 171.187 171.107
0.779412 0.889624 130.555 130.551
0.764706 0.303783 215.351 215.293
0.485294 0.0594331 278.183 278.223
0.132353 0.499064 89.0051 88.9872
0.264706 0.100013 241.11 240.903
0.75 0.753777 152.835 152.822
0.705882 0.320764 211.974 211.908
0.735294 0.60944 170.71 170.687
0.161765 0.499064 97.0542 97.0313
0.191176 0.499064 104.768 104.741
0.132473 0.125415 178.568 178.443
0.691176 0.295293 216.87 216.797
0.617647 0.881134 119.572 119.565
0.735294 0.660382 164.175 164.156
0.279412 0.176427 207.597 207.456
0.676471 0.150955 252.704 252.602
0.852941 0.150955 240.758 240.678
0.720588 0.550006 176.964 176.932
0.220588 0.499064 112.116 112.084
0.338235 0.685854 115.798 115.778
0.00855408 0.249853 55.3543 55.3724
0.294118 0.269822 177.553 177.455
0.147147 0.150905 171.889 171.782
0.794118 0.201898 234.806 234.732
0.308749 0.142486 228.622 228.461
0.279412 0.227369 187.79 187.678
0.382353 0.762268 115.03 115.015
0.852941 0.252841 219.673 219.622
0.294118 0.711325 107.402 107.386
0.735294 0.269822 222.365 222.294
0.927663 0.379248 202.078 202.061
0.882326 0.201902 224.683 224.628
0.75 0.651892 166.899 166.879
0.0885256 0.83037 71.1342 71.1393
0.411765 0.81321 113.732 113.721
0.588235 0.881134 117.908 117.901
0.132353 0.533026 86.5532 86.5386
0.147095 0.116975 192.291 192.121
0.264706 0.201898 193.362 193.237
0.558824 0.473592 173.833 173.781
0.927523 0.0922903 240.058 239.824
0.720588 0.278312 220.684 220.614
0.823529 0.201898 232.248 232.179
0.75 0.00840114 297.028 297.219
0.308824 0.295293 173.663 173.573
0.617647 0.60944 158.93 158.901
0.323529 0.660382 115.833 115.812
0.367647 0.651892 123.28 123.256
0.323529 0.167936 220.577 220.433
0.544121 0.176427 242.07 241.936
0.794118 0.320764 211.97 211.918
0.338021 0.124837 241.139 240.972
0.00838494 0.161771 58.215 58.1298
0.220588 0.736796 94.6325 94.6225
0.912074 0.626538 188.676 188.665
0.75 0.855662 134.777 134.771
0.647059 0.728306 145.256 145.238
0.588235 0.303783 210.646 210.562
0.705882 0.303783 215.346 215.278
0.205882 0.60944 98.5141 98.4966
0.823529 0.303783 213.696 213.649
0.352941 0.660382 120.279 120.257
0.632353 0.736796 142.567 142.551
0.661765 0.940567 111.393 111.388
0.323529 0.303783 174.691 174.605
0.220588 0.380198 129.862 129.812
0.720588 0.685854 159.125 159.107
0.264706 0.473592 125.952 125.911
0.764706 0.575478 177.691 177.666
0.441176 0.473592 159.082 159.03
0.235294 0.524535 112.65 112.62
0.397059 0.787739 114.477 114.464
0.338235 0.142465 233.629 233.473
0.323529 0.150955 227.617 227.462
0.720588 0.346236 207.51 207.451
0.573529 0.583968 157.972 157.938
0.602941 0.889624 117.428 117.421
0.852941 0.60944 182.969 182.955
0.323529 0.677363 114.357 114.337
0.691176 0.00819139 297.274 297.445
0.705882 0.762268 146.345 146.333
0.911446 0.371523 202.98 202.959
0.514706 0.295293 206.691 206.599
0.720588 0.329255 210.612 210.551
0.352727 0.116347 246.764 246.586
0.691176 0.702834 153.522 153.503
0.720588 0.940567 113.818 113.814
0.161765 0.176427 166.657 166.558
0.602941 0.753777 137.331 137.314
0.647059 0.711325 147.682 147.663
0.573529 0.753777 134.598 134.581
0.882283 0.473638 195.636 195.616
0.558824 0.201898 235.372 235.253
0.632353 0.634911 156.86 156.834
0.264706 0.456612 128.496 128.454
0.735294 0.524535 181.49 181.457
0.720588 0.702834 156.772 156.755
0.558824 0.167936 245.373 245.237
0.117647 0.354726 99.1311 99.1018
0.602941 0.940567 109.478 109.474
0.661765 0.889624 120.784 120.778
0.75 0.278312 220.416 220.351
0.588235 0.762268 134.79 134.775
0.397059 0.482083 150.715 150.666
0.176471 0.320764 127.383 127.325
0.676471 0.915096 116.902 116.897
0.602941 0.583968 161.066 161.034
0.308824 0.176427 214.228 214.087
0.367647 0.125484 244.723 244.569
0.661765 0.24435 227.92 227.833
0.852941 0.269822 217.032 216.982
0.558824 0.456612 176.812 176.759
0.455882 0.058808 277.462 277.482
0.867647 0.278312 214.621 214.579
0.132353 0.295293 115.223 115.172
0.397059 0.12602 247.721 247.614
0.500506 0.118265 258.378 258.192
0.411765 0.354726 178.648 178.572
0.220588 0.533026 108.364 108.338
0.764706 0.201898 236.656 236.578
0.661765 0.685854 152.799 152.779
0.191178 0.0751659 239.806 239.551
0.588235 0.779248 132.442 132.427
0.661765 0.702834 150.406 150.386
0.558824 0.575478 157.62 157.584
0.602941 0.736796 139.703 139.685
0.57353 0.176427 243.493 243.365
0.661765 0.753777 143.013 142.997
0.57353 0.193408 238.556 238.436
0.191176 0.550006 99.8991 99.8772
0.367647 0.736796 115.417 115.401
0.735294 0.252841 225.994 225.921
0.205882 0.320764 137.644 137.579
0.00841032 0.956206 56.4688 56.0865
0.691176 0.685854 155.907 155.888
0.617647 0.62642 156.537 156.509
0.852941 0.830191 156 155.992
0.720588 0.583968 172.54 172.514
0.42688 0.0589712 276.277 276.272
0.147059 0.524535 91.0136 90.9954
0.927562 0.279252 208.684 208.673
0.397374 0.059976 274.458 274.456
0.691176 0.278312 220.518 220.443
0.588235 0.575478 160.778 160.743
0.514706 0.448121 173.468 173.411
0.279412 0.482083 128.039 127.999
0.928325 0.635615 190.289 190.289
0.897059 0.278312 211.968 211.934
0.852941 0.218879 225.584 225.52
0.617647 0.660382 151.795 151.771
0.735294 0.405669 198.087 198.04
0.293322 0.100344 245.892 245.71
0.264706 0.150955 215.311 215.151
0.338235 0.397178 155.64 155.576
0.205882 0.524535 105.776 105.75
0.735294 0.371707 203.482 203.429
0.5 0.303783 203.032 202.943
0.573529 0.736796 136.881 136.863
0.470588 0.0673877 274.77 274.821
0.235294 0.100134 234.789 234.572
0.588235 0.201898 236.801 236.688
0.676471 0.201898 238.755 238.661
0.5 0.0679236 275.584 275.634
0.588235 0.456612 179.72 179.668
0.735294 0.354726 206.325 206.271
0.25 0.533026 114.973 114.943
0.588235 0.473592 176.797 176.747
0.455882 0.295293 199.996 199.904
0.676471 0.677363 155.528 155.506
0.514706 0.0594331 278.981 279.025
0.720588 0.533026 179.202 179.171
0.573529 0.397178 189.4 189.335
0.367647 0.634911 125.083 125.057
0.705882 0.354726 205.592 205.534
0.808824 0.193408 235.584 235.507
0.25 0.125484 224.289 224.106
0.367647 0.889624 105.273 105.268
0.75 0.397178 199.886 199.839
0.5 0.932076 107.541 107.536
0.896989 0.482128 195.691 195.675
0.882271 0.456664 196.866 196.846
0.558824 0.864153 118.607 118.598
0.735294 0.303783 215.551 215.488
0.882353 0.269822 214.418 214.375
0.823529 0.252841 222.094 222.037
0.338235 0.380198 159.231 159.165
0.117647 0.575478 80.3557 80.3453
0.75 0.550006 179.466 179.437
0.617647 0.728306 142.325 142.307
0.720588 0.753777 149.312 149.298
0.779412 0.80472 148.328 148.319
0.779412 0.278312 219.693 219.632
0.411765 0.456612 157.573 157.519
0.161777 0.0915175 217.438 217.229
0.632353 0.685854 149.76 149.739
0.132353 0.550006 85.4608 85.4467
0.867647 0.142465 240.545 240.452
0.75 0.380198 202.485 202.437
0.132353 0.329255 108.841 108.803
0.867619 0.906589 139.757 139.757
0.455882 0.583968 143.935 143.9
0.367647 0.142465 237.839 237.696
0.117647 0.711277 75.9574 75.953
0.911567 0.269936 211.329 211.297
0.794118 0.405669 199.841 199.802
0.691176 0.43114 191.923 191.875
0.735294 0.42265 195.523 195.478
0.720588 0.43114 193.544 193.5
0.632353 0.600949 161.63 161.599
0.911492 0.354568 204.17 204.147
0.426471 0.583968 139.891 139.857
0.897013 0.380171 202.682 202.66
0.661765 0.278312 219.936 219.856
0.632353 0.278312 218.953 218.869
0.691176 0.380198 200.49 200.434
0.617647 0.575478 163.799 163.764
0.705882 0.677363 158.671 158.651
0.573529 0.380198 192.808 192.741
0.397059 0.346236 178.212 178.133
0.367647 0.176427 224.725 224.595
0.102948 0.600953 75.6585 75.6516
0.602941 0.278312 217.577 217.488
0.235294 0.507554 114.614 114.583
0.147059 0.269822 127.502 127.438
0.794118 0.660382 170.952 170.937
0.867642 0.227373 222.301 222.248
0.367647 0.00849045 296.109 296.215
0.925009 0.500084 196.079 196.072
0.924882 0.483206 196.848 196.841
0.235294 0.762268 96.1786 96.1693
0.647059 0.320764 210.096 210.023
0.925817 0.346083 204.1 204.08
0.588235 0.728306 139.452 139.432
0.991187 0.102296 205.172 204.922
0.176471 0.558497 95.7279 95.7094
0.926464 0.991541 107.487 107.435
0.764706 0.779248 150.689 150.678
0.617647 0.524535 171.399 171.358
0.264706 0.066051 260.261 260.012
0.161765 0.634911 87.628 87.6166
0.161771 0.431137 104.319 104.29
0.764706 0.728306 158.473 158.458
0.867611 0.736817 172.887 172.881
0.558824 0.881134 116.317 116.309
0.939852 0.219337 212.134 212.098
0.220588 0.685854 96.7538 96.7407
0.397059 0.143001 241.2 241.081
0.411765 0.558497 141.262 141.225
0.338235 0.193408 213.416 213.287
0.191176 0.295293 138.694 138.624
0.411765 0.575478 138.915 138.88
0.794118 0.42265 197.686 197.648
0.852941 0.320764 210.057 210.016
0.382353 0.42265 158.985 158.924
0.808824 0.43114 197.098 197.065
0.147059 0.660382 83.4081 83.3995
0.25 0.227369 179.496 179.389
0.691176 0.600949 167.464 167.436
0.441527 0.0669918 273.786 273.779
0.352941 0.150955 232.377 232.23
0.661765 0.736796 145.518 145.503
0.941754 0.404527 200.631 200.606
0.705882 0.42265 194.1 194.051
0.382353 0.558497 136.699 136.663
0.867635 0.431148 198.523 198.499
0.838235 0.176427 236.428 236.355
0.588235 0.864153 120.39 120.382
0.191176 0.533026 101.41 101.388
0.367647 0.193408 218.507 218.383
0.779412 0.397178 200.658 200.615
0.514706 0.940567 106.997 106.994
0.897059 0.499064 194.644 194.627
0.705882 0.269822 222.494 222.419
0.191176 0.889624 91.2897 91.289
0.573529 0.278312 215.807 215.716
0.867635 0.448129 197.097 197.073
0.41243 0.0681599 271.905 271.885
0.882353 0.405669 200.793 200.77
0.367647 0.753777 114.057 114.041
0.927928 0.396383 201.16 201.134
0.411765 0.269822 200.827 200.727
0.382353 0.575478 134.436 134.401
0.426685 0.142514 244.459 244.339
0.441176 0.575478 143.121 143.085
0.191176 0.906605 92.2554 92.2545
0.352941 0.167936 225.662 225.525
0.617647 0.864153 122.249 122.241
0.75 0.702834 160.203 160.186
0.779412 0.193408 237.86 237.78
0.911275 0.473909 196.767 196.754
0.764706 0.62642 171.647 171.626
0.0737459 0.702922 66.6432 66.6425
0.485294 0.278312 208.046 207.949
0.838235 0.838682 151.337 151.337
0.838235 0.448121 196.198 196.17
0.573529 0.482083 173.902 173.853
0.958779 0.839321 184.436 184.432
0.176471 0.81321 86.7332 86.7288
0.927415 0.448854 198.547 198.529
0.823529 0.830191 150.395 150.388
0.352941 0.575478 129.666 129.632
0.897272 0.176293 226.79 226.73
0.647422 0.0664474 278.522 278.435
0.235294 0.60944 104.532 104.511
0.367998 0.0592307 273.116 273.105
0.573529 0.448121 179.813 179.758
0.720588 0.380198 201.635 201.583
0.205882 0.762268 91.5731 91.5653
0.338235 0.583968 126.151 126.12
0.897013 0.397152 201.409 201.387
0.426471 0.397178 171.548 171.48
0.764706 0.269822 221.778 221.711
0.397059 0.583968 135.592 135.558
0.264706 0.252841 175.073 174.975
0.91119 0.456982 197.708 197.694
0.676471 0.303783 214.746 214.673
0.486193 0.126849 254.614 254.461
0.882347 0.252844 216.666 216.623
0.176478 0.100026 217.134 216.933
0.5 0.779248 124.783 124.768
0.485294 0.702834 132.297 132.275
0.647059 0.62642 159.548 159.521
0.764706 0.558497 179.692 179.667
0.353386 0.0168526 292.016 292.017
0.925531 0.244458 212.069 212.037
0.75 0.346236 207.984 207.929
0.882341 0.422657 199.442 199.419
0.220588 0.787739 93.449 93.4418
0.382353 0.779248 113.678 113.664
0.75 0.448121 192.578 192.538
0.308824 0.736796 107.872 107.858
0.382353 0.150955 236.417 236.285
0.544118 0.940567 107.801 107.797
0.352941 0.728306 114.28 114.263
0.308824 0.685854 111.439 111.421
0.911712 0.405638 200.751 200.733
0.117961 0.0659793 218.57 218.401
0.161765 0.533026 94.1301 94.1114
0.852941 0.456612 195.898 195.874
0.5 0.728306 130.783 130.764
0.397059 0.329255 182.388 182.306
0.661765 0.651892 157.525 157.5
0.764706 0.456612 192.178 192.142
0.176471 0.201898 162.501 162.407
0.911471 0.507724 194.954 194.94
0.411765 0.151581 239.635 239.511
0.632353 0.583968 164.045 164.013
0.647059 0.864153 124.228 124.22
0.338235 0.651892 118.894 118.871
0.352941 0.558497 131.83 131.795
0.5 0.62642 143.67 143.639
0.514706 0.43114 176.661 176.602
0.397059 0.550006 140.21 140.171
0.426471 0.329255 187.124 187.041
0.5 0.830191 118.951 118.94
0.764706 0.371707 204.087 204.038
0.588236 0.167936 246.551 246.425
0.411766 0.218879 216.412 216.299
0.75 0.43114 194.938 194.897
0.602941 0.193408 239.734 239.622
0.220588 0.193408 183.188 183.062
0.75 0.533026 181.563 181.534
0.264706 0.167936 207.567 207.42
0.676471 0.269822 222.19 222.11
0.779412 0.448121 193.955 193.918
0.897059 0.346236 205.42 205.393
0.705882 0.405669 196.832 196.782
0.852941 0.42265 199.031 199.002
0.426478 0.176533 232.404 232.282
0.411765 0.371707 174.746 174.673
0.338235 0.600949 124.195 124.166
0.867647 0.600949 185.258 185.242
0.382609 0.0685325 269.957 269.961
0.617647 0.558497 166.284 166.249
0.838235 0.43114 197.894 197.865
0.882353 0.371707 203.671 203.643
0.867647 0.397178 201.53 201.502
0.338235 0.176427 219.885 219.748
0.808824 0.600949 179.118 179.098
0.991241 0.368303 200.351 200.419
0.779412 0.43114 196.118 196.081
0.705882 0.60944 167.779 167.754
0.294118 0.354726 154.974 154.906
0.823529 0.456612 194.803 194.775
0.382353 0.167936 230.006 229.878
0.75 0.227369 231.303 231.228
0.0328522 0.176421 79.0504 79.0004
0.367647 0.550006 135.452 135.414
0.441176 0.405669 172.013 171.948
0.308824 0.227369 195.01 194.896
0.33868 0.00836214 295.875 295.739
0.544118 0.278312 213.64 213.546
0.279412 0.278312 171.185 171.095
0.279412 0.753777 102.892 102.88
0.823529 0.42265 198.452 198.419
0.617647 0.473592 179.514 179.466
0.426471 0.278312 200.591 200.493
0.764706 0.354726 206.73 206.68
0.808824 0.448121 195.157 195.124
0.529412 0.864153 116.861 116.853
0.720588 0.397178 198.851 198.8
0.411765 0.303783 191.401 191.312
0.426471 0.550006 144.662 144.623
0.764706 0.405669 199.086 199.043
0.352941 0.201898 212.981 212.857
0.367647 0.583968 131.017 130.985
0.514706 0.278312 211.06 210.964
0.324189 0.0174995 291.052 291.043
0.867647 0.482083 194.358 194.337
0.00849045 0.632353 52.0649 52.0787
0.441427 0.150388 243.028 242.905
0.691176 0.397178 197.544 197.49
0.926043 0.142416 226.566 226.49
0.676471 0.711325 150.738 150.721
0.705882 0.915096 118.563 118.558
0.989956 0.338139 200.655 200.6
0.39706 0.176442 228.871 228.746
0.441218 0.167946 236.915 236.792
0.779412 0.380198 203.047 203.003
0.411766 0.168041 233.689 233.567
0.102663 0.00906685 285.799 285.669
0.485294 0.448121 169.819 169.762
0.294118 0.303783 167.727 167.644
0.485294 0.855662 115.153 115.144
0.617647 0.507554 174.037 173.995
0.588235 0.711325 141.771 141.751
0.308824 0.550006 124.959 124.925
0.382353 0.354726 173.599 173.524
0.691176 0.855662 129.102 129.095
0.529412 0.932076 108.453 108.449
0.470588 0.711325 129.704 129.683
0.411765 0.252841 205.827 205.723
0.647059 0.60944 161.916 161.888
0.104101 0.0735401 201.782 201.693
0.85294 0.864152 148.545 148.548
0.279412 0.550006 119.204 119.173
0.485294 0.685854 134.351 134.328
0.367647 0.482083 145.653 145.606
0.5 0.60944 145.981 145.95
0.323529 0.575478 124.591 124.559
0.941992 0.201576 213.492 213.444
0.441176 0.456612 162.121 162.067
0.235294 0.116994 225.138 224.947
0.456525 0.141901 247.304 247.175
0.676471 0.575478 169.526 169.494
0.426471 0.482083 155.399 155.349
0.161765 0.550006 92.8212 92.8031
0.397059 0.295293 191.31 191.217
0.852941 0.405669 200.675 200.646
0.161765 0.24435 141.113 141.034
0.323529 0.558497 126.64 126.608
0.264706 0.60944 110.253 110.23
0.89702 0.244373 216.035 215.99
0.764706 0.42265 196.714 196.673
0.470588 0.252841 213.454 213.349
0.779412 0.125484 256.374 256.284
0.397059 0.227369 211.546 211.434
0.720588 0.651892 163.695 163.673
0.852941 0.473592 194.398 194.374
0.981196 0.353501 200.961 200.966
0.676471 0.660382 157.878 157.856
0.323529 0.354726 161.804 161.733
0.00897283 0.927457 54.2217 54.2339
0.544118 0.855662 118.826 118.816
0.794118 0.456612 193.569 193.536
0.867647 0.380198 203.123 203.095
0.602941 0.787739 132.525 132.512
0.294118 0.558497 121.121 121.091
0.882353 0.354726 205.211 205.183
0.0589969 0.728668 63.2531 63.2542
0.5 0.762268 126.76 126.744
0.397059 0.278312 196.063 195.966
0.514706 0.499064 164.51 164.462
0.602941 0.448121 182.55 182.497
0.5 0.711325 132.835 132.815
0.5 0.915096 109.43 109.425
0.5 0.81321 120.881 120.869
0.455882 0.00849045 296.726 296.694
0.991338 0.455815 199.795 199.772
0.309038 0.00913736 295.098 295.238
0.617647 0.201898 237.848 237.741
0.411765 0.320764 186.971 186.885
0.441176 0.558497 145.537 145.499
0.441176 0.864153 111.556 111.548
0.397059 0.24435 206.179 206.072
0.852941 0.371707 204.168 204.134
0.470588 0.507554 157.471 157.425
0.382353 0.405669 162.388 162.325
0.514706 0.550006 156.376 156.336
0.514797 0.125503 256.669 256.498
0.235294 0.660382 100.88 100.865
0.779412 0.346236 208.118 208.067
0.426471 0.702834 125.659 125.638
0.647059 0.269822 221.472 221.387
0.867642 0.244354 219.547 219.493
0.220588 0.176427 190.575 190.443
0.838235 0.533026 188.274 188.253
0.514706 0.583968 151.334 151.299
0.264706 0.711325 102.885 102.871
0.397059 0.380198 170.39 170.321
0.602941 0.176427 244.553 244.435
0.882353 0.507554 193.255 193.238
0.441527 0.084062 267.273 267.245
0.911534 0.252974 213.114 213.081
0.5 0.575478 150.791 150.754
0.514706 0.634911 144.237 144.209
0.25 0.142465 215.641 215.475
0.573529 0.855662 120.678 120.669
0.485294 0.753777 126.352 126.335
0.25 0.583968 109.704 109.68
0.838235 0.380198 203.349 203.315
0.338235 0.550006 130.372 130.336
0.514706 0.600949 148.913 148.879
0.5 0.524535 158.545 158.5
0.661765 0.80472 135.167 135.155
0.176471 0.524535 98.5554 98.5329
0.838235 0.193408 232.524 232.45
0.838235 0.482083 192.938 192.914
0.75 0.482083 188.035 188.001
0.485294 0.838682 116.975 116.964
0.99117 0.307954 200.823 200.902
0.617647 0.269822 220.353 220.264
0.470588 0.269822 208.69 208.59
0.75 0.499064 185.842 185.808
0.500091 0.16794 241.935 241.8
0.867647 0.855662 153.83 153.823
0.632353 0.533026 171.501 171.463
0.426471 0.380198 175.201 175.131
0.455883 0.24435 214.216 214.11
0.279412 0.736796 103.738 103.725
0.264706 0.762268 100.468 100.457
0.514706 0.533026 159.004 158.963
0.573529 0.43114 182.906 182.849
0.514706 0.702834 135.426 135.404
0.661765 0.634911 159.87 159.845
0.0589637 0.863549 66.1012 66.0951
0.823529 0.473592 193.054 193.026
0.662115 0.0917248 270.54 270.433
0.353297 0.0675145 268.421 268.345
0.617647 0.456612 182.362 182.312
0.5 0.507554 161.294 161.248
0.455882 0.278312 204.569 204.472
0.691176 0.142465 254.991 254.892
0.544121 0.193408 237 236.876
0.382353 0.473592 149.666 149.615
0.588235 0.269822 218.839 218.746
0.279412 0.634911 110.728 110.707
0.927827 0.431597 199.369 199.36
0.705882 0.660382 160.982 160.962
0.352941 0.473592 144.372 144.323
0.925605 0.227362 213.839 213.802
0.529412 0.660382 142.484 142.458
0.441176 0.711325 126.447 126.427
0.661765 0.482083 181.838 181.795
0.75 0.329255 210.897 210.841
0.5 0.558497 153.297 153.259
0.323529 0.269822 184.496 184.396
0.691176 0.838682 132.152 132.144
0.176471 0.728306 87.1752 87.1684
0.441176 0.354726 183.184 183.107
0.661765 0.99151 101.641 101.597
0.470588 0.677363 133.713 133.688
0.485294 0.736796 128.3 128.282
0.00864822 0.661539 52.0354 52.0134
0.161765 0.651892 86.847 86.8368
0.632353 0.99151 101.494 101.528
0.735294 0.320764 212.354 212.292
0.602941 0.855662 122.586 122.577
0.823529 0.371707 204.417 204.378
0.5 0.660382 139.204 139.178
0.514706 0.651892 141.975 141.947
0.264706 0.62642 108.787 108.766
0.25 0.550006 113.105 113.077
0.632353 0.855662 124.59 124.582
0.602941 0.397178 191.896 191.833
0.471088 0.150969 245.35 245.213
0.426472 0.22737 215.695 215.583
0.205882 0.558497 102.559 102.537
0.588235 0.371707 195.778 195.709
0.485294 0.295293 203.573 203.481
0.75 0.685854 162.491 162.476
0.25 0.0916439 242.927 242.705
0.720588 0.24435 228.111 228.032
0.632353 0.499064 176.713 176.669
0.426471 0.24435 210.475 210.369
0.764706 0.60944 173.676 173.655
0.529412 0.62642 147.066 147.036
0.558824 0.660382 145.656 145.63
0.632353 0.482083 179.409 179.364
0.981126 0.322564 201.499 201.488
0.838235 0.397178 201.463 201.429
0.647059 0.507554 176.692 176.652
0.966711 0.853287 186.085 186.099
0.896892 0.448227 197.865 197.846
0.991606 0.278891 201.051 200.94
0.544134 0.125487 257.997 257.818
0.352941 0.864153 105.604 105.598
0.867647 0.499064 193.033 193.013
0.441176 0.660382 132.212 132.187
0.147059 0.677363 82.8268 82.8195
0.911672 0.422699 199.71 199.692
0.0725715 0.227361 98.3833 98.3416
0.941693 0.422681 199.863 199.862
0.279412 0.499064 125.636 125.598
0.279412 0.855662 99.7303 99.7243
0.25 0.736796 99.3318 99.3203
0.676471 0.728306 148.287 148.269
0.382353 0.320764 181.982 181.896
0.544118 0.651892 145.226 145.199
0.279412 0.600949 113.809 113.784
0.823529 0.167936 240.308 240.225
0.794118 0.524535 185.9 185.873
0.852941 0.201898 228.897 228.834
0.896962 0.431201 199.005 198.986
0.5 0.269822 211.876 211.777
0.647059 0.473592 182.001 181.955
0.205882 0.252841 156.113 156.03
0.676471 0.473592 184.278 184.234
0.676471 0.116994 262.695 262.591
0.205882 0.303783 141.736 141.67
0.764706 0.320764 212.354 212.297
0.426471 0.651892 131.343 131.316
0.485294 0.634911 140.791 140.763
0.779412 0.329255 210.814 210.762
0.735294 0.218879 233.748 233.667
0.382353 0.252841 201.165 201.06
0.411765 0.405669 167.428 167.364
0.294118 0.575478 119.201 119.172
0.264706 0.371707 143.805 143.743
0.279412 0.00849045 294.992 294.849
0.5 0.677363 137.042 137.018
0.852941 0.507554 191.487 191.466
0.661765 0.600949 164.568 164.539
0.0171387 0.646833 54.0917 54.0916
0.764706 0.507554 185.785 185.755
0.573529 0.889624 115.906 115.899
0.352941 0.354726 167.999 167.925
0.132532 0.142362 168.41 168.284
0.529412 0.60944 149.423 149.392
0.823529 0.405669 200.365 200.331
0.647059 0.524535 174.128 174.089
0.470588 0.456612 166.297 166.242
0.308824 0.583968 120.981 120.953
0.426471 0.295293 195.923 195.831
0.147134 0.167893 163.301 163.193
0.514706 0.838682 118.999 118.989
0.514706 0.685854 137.573 137.55
0.764706 0.762268 153.406 153.396
0.338235 0.533026 132.645 132.608
0.264706 0.558497 115.267 115.238
0.470588 0.728306 127.765 127.746
0.455882 0.685854 130.999 130.976
0.205883 0.456611 113.658 113.624
0.5 0.371707 187.085 187.013
0.808824 0.380198 203.33 203.291
0.691176 0.651892 160.581 160.557
0.588236 0.150956 251.606 251.472
